Словникова форма,част. мови,абс. частота,відн. частота
правлячий,прикм.,142,14
оптимістичний,прикм.,142,14
перетинатися,діє. н.в.,142,14
смушевий,прикм.,142,14
біло,присл.,142,14
іудейський,прикм.,142,14
осавул,ім.,142,14
посічений,д-прикм.,142,14
косинка,ім.,142,14
діяльний,прикм.,142,14
вглядіти,діє. д.в.,142,14
розминати,діє. н.в.,142,14
нічка,ім.,142,14
резон,ім.,142,14
потужніший,прикм.,142,14
обида,ім.,142,14
Іваник,прізв.,142,14
Бакунін,прізв.,142,14
рента,ім.,142,14
перископ,ім.,142,14
відпити,діє. д.в.,142,14
помислити,діє. д.в.,142,14
вчинений,д-прикм.,142,14
горючий,прикм.,142,14
чистка,ім.,142,14
пожмаканий,д-прикм.,142,14
хропіння,ім.,142,14
продовольчий,прикм.,142,14
транзистор,ім.,142,14
клешня,ім.,142,14
дужчати,діє. н.в.,142,14
погрібняк,ім.,142,14
експериментувати,діє. н.в.,142,14
брага,ім.,142,14
випльовувати,діє. н.в.,142,14
відео,ім.,142,14
косач,ім.,142,14
жнець,ім.,142,14
совати,діє. н.в.,142,14
каратель,ім.,142,14
ковінька,ім.,142,14
досвітній,прикм.,142,14
тама,ім.,142,14
парубійко,ім.,142,14
підвальний,прикм.,142,14
отруїтися,діє. д.в.,142,14
хоробро,присл.,142,14
дрібнота,ім.,142,14
горст,ім.,142,14
забряжчати,діє. д.в.,142,14
горіховий,прикм.,142,14
Британія,ім.,142,14
настановити,діє. д.в.,142,14
розпливтися,діє. д.в.,142,14
вилупитися,діє. д.в.,142,14
округ,присл.,142,14
ефектний,прикм.,142,14
загадковість,ім.,142,14
невіра,ім.,142,14
витіснити,діє. д.в.,142,14
куди-небудь,присл.,142,14
уніат,ім.,142,14
викриття,ім.,142,14
Йордан,ім.,142,14
резонанс,ім.,142,14
валер,ім.,142,14
законно,присл.,142,14
тумба,ім.,142,14
лавиця,ім.,142,14
фантазувати,діє. н.в.,142,14
паста,ім.,142,14
будучність,ім.,142,14
медикамент,ім.,141,14
вполювати,діє. д.в.,141,14
цмокнути,діє. д.в.,141,14
компартія,ім.,141,14
префект,ім.,141,14
схвалення,ім.,141,14
трояндовий,прикм.,141,14
ширшати,діє. н.в.,141,14
Станіслав,ім.,141,14
випадком,присл.,141,14
Феофан,ім.,141,14
хутчій,присл.,141,14
штрикнути,діє. д.в.,141,14
розтоплений,д-прикм.,141,14
штурвал,ім.,141,14
Сомко,прізв.,141,14
горбочок,ім.,141,14
банківський,прикм.,141,14
присягнути,діє. д.в.,141,14
зубок,ім.,141,14
вдуматися,діє. д.в.,141,14
згаслий,д-прикм.,141,14
загоїтися,діє. д.в.,141,14
краска,ім.,141,14
сулія,ім.,141,14
вмілий,прикм.,141,14
горбитися,діє. н.в.,141,14
скутий,д-прикм.,141,14
нечесний,прикм.,141,14
драбинка,ім.,141,14
кричущий,прикм.,141,14
капличка,ім.,141,14
закам'янілий,прикм.,141,14
Женева,ім.,141,14
куфайка,ім.,141,14
клеїтися,діє. н.в.,141,14
обтяжений,д-прикм.,141,14
прилягати,діє. н.в.,141,14
заяложений,д-прикм.,141,14
троянський,прикм.,141,14
достати,діє. д.в.,141,14
гірка,ім.,141,14
берест,ім.,141,14
накручувати,діє. н.в.,141,14
імпровізований,д-прикм.,141,14
кузька,ім.,141,14
контингент,ім.,141,14
Івашко,прізв.,141,14
пансіон,ім.,141,14
перекочувати,діє. н.в.,141,14
топонім,ім.,141,14
новісінький,прикм.,141,14
притишений,д-прикм.,141,14
кленовий,прикм.,141,14
чутливість,ім.,141,14
невибагливий,прикм.,141,14
співучасник,ім.,141,14
інтересний,прикм.,141,14
періщити,діє. н.в.,141,14
депо,ім.,141,14
світлофор,ім.,141,14
визначальний,прикм.,141,14
запам'ятовувати,діє. н.в.,141,14
завершений,д-прикм.,141,14
бідняк,ім.,141,14
необережність,ім.,141,14
абияк,присл.,141,14
попускати,діє. н.в.,141,14
клацання,ім.,141,14
подушечка,ім.,141,14
тать,ім.,141,14
уходити,діє. н.в.,141,14
наїзд,ім.,141,14
збільшений,д-прикм.,141,14
бомбити,діє. н.в.,141,14
лондонський,прикм.,141,14
газетка,ім.,141,14
порушуватися,діє. н.в.,141,14
приперти,діє. д.в.,141,14
підкупити,діє. д.в.,141,14
напровесні,присл.,141,14
роздертий,д-прикм.,141,14
привабити,діє. д.в.,141,14
монополія,ім.,141,14
висадитися,діє. д.в.,141,14
перераховувати,діє. н.в.,141,14
обтрусити,діє. д.в.,141,14
донесення,ім.,141,14
переправлятися,діє. н.в.,141,14
накивати,діє. д.в.,141,14
морозець,ім.,141,14
окупувати,діє. н.д.в.,141,14
паморока,ім.,141,14
кретин,ім.,141,14
настільний,прикм.,140,14
запрограмований,д-прикм.,140,14
арфа,ім.,140,14
надання,ім.,140,14
поздоровити,діє. д.в.,140,14
обмеженість,ім.,140,14
доглядач,ім.,140,14
поневірятися,діє. н.в.,140,14
злам,ім.,140,14
вислідити,діє. д.в.,140,14
бурштиновий,прикм.,140,14
цитьте,вигук,140,14
похибка,ім.,140,14
пригнітити,діє. д.в.,140,14
усунення,ім.,140,14
пробуджувати,діє. н.в.,140,14
легковажність,ім.,140,14
антисеміт,ім.,140,14
затужити,діє. д.в.,140,14
незмірний,прикм.,140,14
запущений,д-прикм.,140,14
Антошко,прізв.,140,14
відремонтувати,діє. д.в.,140,14
нидіти,діє. н.в.,140,14
підвозити,діє. н.в.,140,14
неозброєний,прикм.,140,14
ліфчик,ім.,140,14
плестися,діє. н.в.,140,14
дієвий,прикм.,140,14
Гондвана,ім.,140,14
читальня,ім.,140,14
вразитися,діє. д.в.,140,14
латати,діє. н.в.,140,14
гостряк,ім.,140,14
залізяччя,ім.,140,14
парламентський,прикм.,140,14
гарт,ім.,140,14
санчата,ім.,140,14
караул,ім.,140,14
поручик,ім.,140,14
насторожувати,діє. н.в.,140,14
щурячий,прикм.,140,14
найрідніший,прикм.,140,14
недремний,прикм.,140,14
святити,діє. н.в.,140,14
задурно,присл.,140,14
троян,ім.,140,14
утопити,діє. д.в.,140,14
драглистий,прикм.,140,14
катма,присудкове слово,140,14
мілька,ім.,140,14
злягти,діє. д.в.,140,14
директорський,прикм.,140,14
накульгувати,діє. н.в.,140,14
утвердження,ім.,140,14
чаклунство,ім.,140,14
знову-таки,присл.,140,14
карафка,ім.,140,14
смик,вигук,140,14
вкраїнський,прикм.,140,14
сиг,ім.,140,14
пужално,ім.,140,14
загата,ім.,140,14
хвойда,ім.,140,14
збуватися,діє. н.в.,140,14
масонський,прикм.,140,14
врятування,ім.,140,14
виманити,діє. д.в.,140,14
леле,вигук,140,14
спрут,ім.,140,14
попитати,діє. д.в.,140,14
шелеснути,діє. д.в.,140,14
власниця,ім.,140,14
заметіль,ім.,140,14
переборювати,діє. н.в.,140,14
недолюблювати,діє. н.в.,140,14
узгодити,діє. д.в.,140,14
маргаритка,ім.,140,14
очиська,ім.,140,14
визиск,ім.,140,14
вермахт,ім.,140,14
Олімп,ім.,140,14
поживний,прикм.,140,14
стинати,діє. н.в.,140,14
хресний,прикм.,140,14
посприяти,діє. д.в.,140,14
солодший,прикм.,140,14
вкрадений,д-прикм.,140,14
набутий,д-прикм.,140,14
ошатний,прикм.,140,14
косувати,діє. н.в.,140,14
підстерегти,діє. д.в.,140,14
насамкінець,присл.,140,14
розбіжність,ім.,140,14
сосиска,ім.,140,14
титанічний,прикм.,140,14
столовий,прикм.,140,14
періодичний,прикм.,140,14
накрутити,діє. д.в.,140,14
агентура,ім.,140,14
поверховий,прикм.,140,14
